Voltage,Time,Time (UTC)
-0.016579874547368426,0.0,1612308303387895000
-0.016145145631578952,0.0009765625,1612308303388871562
-0.011837377284210531,0.001953125,1612308303389848125
-0.00847810838947369,0.0029296875,1612308303390824687
-0.006146380568421057,0.00390625,1612308303391801250
-0.0002973006105263208,0.0048828125,1612308303392777812
0.0012044901894736788,0.005859375,1612308303393754375
0.00448471746315789,0.0068359375,1612308303394730937
0.007725423926315783,0.0078125,1612308303395707500
0.007014049336842101,0.0087890625,1612308303396684062
0.010689484715789468,0.009765625,1612308303397660625
0.013772107936842103,0.0107421875,1612308303398637187
0.016340960621052628,0.01171875,1612308303399613750
0.020055916810526313,0.0126953125,1612308303400590312
0.022861894357894735,0.013671875,1612308303401566875
0.024324164347368414,0.0146484375,1612308303402543437
0.024600810021052626,0.015625,1612308303403520000
0.024521768399999998,0.0166015625,1612308303404496562
0.02404751867368421,0.017578125,1612308303405473125
0.026379246494736837,0.0185546875,1612308303406449687
0.02756487081052631,0.01953125,1612308303407426250
0.027881037294736837,0.0205078125,1612308303408402812
0.02981755701052631,0.021484375,1612308303409379375
0.02796007891578947,0.0224609375,1612308303410355937
0.024245122726315786,0.0234375,1612308303411332500
0.022585248684210524,0.0244140625,1612308303412309062
0.020688249778947364,0.025390625,1612308303413285625
0.01942358384210526,0.0263671875,1612308303414262187
0.01839604276842105,0.02734375,1612308303415238750
0.014246357663157891,0.0283203125,1612308303416215312
0.01246792118947368,0.029296875,1612308303417191875
0.010729005526315782,0.0302734375,1612308303418168437
0.004208071789473678,0.03125,1612308303419145000
0.001402094242105259,0.0322265625,1612308303420121562
-0.0002973006105263208,0.033203125,1612308303421098125
-0.004881714631578951,0.0341796875,1612308303422074687
-0.006660151105263162,0.03515625,1612308303423051250
-0.00942660784210527,0.0361328125,1612308303424027812
-0.012706835115789478,0.037109375,1612308303425004375
-0.0140110218631579,0.0380859375,1612308303425980937
-0.018200227778947375,0.0390625,1612308303426957500
-0.02088764289473685,0.0400390625,1612308303427934062
-0.024009786926315797,0.041015625,1612308303428910625
-0.027566659873684216,0.0419921875,1612308303429887187
-0.028317555273684215,0.04296875,1612308303430863750
-0.02962174202105264,0.0439453125,1612308303431840312
-0.02887084662105264,0.044921875,1612308303432816875
-0.029858866884210532,0.0458984375,1612308303433793437
-0.03155826173684211,0.046875,1612308303434770000
-0.03187442822105264,0.0478515625,1612308303435746562
-0.032862448484210535,0.048828125,1612308303436723125
-0.03100497038947369,0.0498046875,1612308303437699687
-0.02958222121052632,0.05078125,1612308303438676250
-0.028791805000000007,0.0517578125,1612308303439652812
-0.026539118800000004,0.052734375,1612308303440629375
-0.024760682326315796,0.0537109375,1612308303441605937
-0.02341697476842106,0.0546875,1612308303442582500
-0.020571476410526323,0.0556640625,1612308303443559062
-0.019622976957894743,0.056640625,1612308303444535625
-0.018476873452631583,0.0576171875,1612308303445512187
-0.013813417810526321,0.05859375,1612308303446488750
-0.012588272684210531,0.0595703125,1612308303447465312
-0.009149962168421058,0.060546875,1612308303448441875
-0.005514047600000006,0.0615234375,1612308303449418437
-0.004170340042105269,0.0625,1612308303450395000
0.0011649693789473649,0.0634765625,1612308303451371562
0.0028643642315789412,0.064453125,1612308303452348125
0.004524238273684207,0.0654296875,1612308303453324687
0.00863440256842105,0.06640625,1612308303454301250
0.011637984168421045,0.0673828125,1612308303455277812
0.014878690631578942,0.068359375,1612308303456254375
0.016933772778947365,0.0693359375,1612308303457230937
0.01910741735789473,0.0703125,1612308303458207500
0.021162499505263152,0.0712890625,1612308303459184062
0.022585248684210524,0.072265625,1612308303460160625
0.024442726778947363,0.0732421875,1612308303461137187
0.027367266757894734,0.07421875,1612308303462113750
0.027248704326315785,0.0751953125,1612308303463090312
0.027446308378947362,0.076171875,1612308303464066875
0.029027140799999997,0.0771484375,1612308303465043437
0.02645828811578947,0.078125,1612308303466020000
0.026260684063157888,0.0791015625,1612308303466996562
0.027367266757894734,0.080078125,1612308303467973125
0.024521768399999998,0.0810546875,1612308303468949687
0.02175531166315789,0.08203125,1612308303469926250
0.02175531166315789,0.0830078125,1612308303470902812
0.020490645726315787,0.083984375,1612308303471879375
0.016657127105263153,0.0849609375,1612308303472855937
0.01472060738947368,0.0859375,1612308303473832500
0.011558942547368417,0.0869140625,1612308303474809062
0.00756734068421052,0.087890625,1612308303475785625
0.004958967189473678,0.0888671875,1612308303476762187
0.0006907196526315731,0.08984375,1612308303477738750
-0.003063757347368426,0.0908203125,1612308303478715312
-0.005118839494736849,0.091796875,1612308303479691875
-0.008794274873684216,0.0927734375,1612308303480668437
-0.012627793494736847,0.09375,1612308303481645000
-0.01571041671578948,0.0947265625,1612308303482621562
-0.019899622631578955,0.095703125,1612308303483598125
-0.022152308831578954,0.0966796875,1612308303484574687
-0.02491876556842106,0.09765625,1612308303485551250
-0.026894806094736847,0.0986328125,1612308303486527812
-0.026894806094736847,0.099609375,1612308303487504375
-0.029937908505263164,0.1005859375,1612308303488480937
-0.03088640795789474,0.1015625,1612308303489457500
-0.031084012010526324,0.1025390625,1612308303490434062
-0.03254628200000001,0.103515625,1612308303491410625
-0.03199299065263159,0.1044921875,1612308303492387187
-0.03167682416842106,0.10546875,1612308303493363750
-0.031439699305263163,0.1064453125,1612308303494340312
-0.029463658778947376,0.107421875,1612308303495316875
-0.028317555273684215,0.1083984375,1612308303496293437
-0.028910367431578952,0.109375,1612308303497270000
-0.027092410147368427,0.1103515625,1612308303498246562
-0.024523557463157902,0.111328125,1612308303499223125
-0.023179849905263162,0.1123046875,1612308303500199687
