Voltage,Time,Time (UTC)
0.0007334730591292207,0.0,1612308795154398000
0.0007889927139446929,0.0009765625,1612308795155374562
0.00020207064875255986,0.001953125,1612308795156351125
0.0005827768532015113,0.0029296875,1612308795157327687
0.0017090327080296576,0.00390625,1612308795158304250
0.002763906149523627,0.0048828125,1612308795159280812
0.004024995451760777,0.005859375,1612308795160257375
0.0030890926991571054,0.0068359375,1612308795161233937
0.0014710913302490632,0.0078125,1612308795162210500
0.0010586596087627,0.0087890625,1612308795163187062
0.0012172871939497626,0.009765625,1612308795164163625
0.003081161319897752,0.0107421875,1612308795165140187
0.0040012013139827185,0.01171875,1612308795166116750
0.0035411813169402345,0.0126953125,1612308795167093312
0.0032715144221222283,0.013671875,1612308795168069875
0.0017804151213638361,0.0146484375,1612308795169046437
0.00039242375097703515,0.015625,1612308795170023000
0.001510748226545829,0.0166015625,1612308795170999562
0.0027797689080423333,0.017578125,1612308795171976125
0.0026449354606333294,0.0185546875,1612308795172952687
0.0022166409806282598,0.01953125,1612308795173929250
0.0013203951243213538,0.0205078125,1612308795174905812
3.7861672687313982e-06,0.021484375,1612308795175882375
-0.0019711272683102027,0.0224609375,1612308795176858937
-0.0029149614001732272,0.0234375,1612308795177835500
-0.0022725196801656224,0.0244140625,1612308795178812062
-0.0027325396772081047,0.025390625,1612308795179788625
-0.00395397208314849,0.0263671875,1612308795180765187
-0.004279158632781968,0.02734375,1612308795181741750
-0.005167473109829521,0.0283203125,1612308795182718312
-0.006190621034286077,0.029296875,1612308795183694875
-0.005722669657984241,0.0302734375,1612308795184671437
-0.0052388555231637,0.03125,1612308795185648000
-0.004731247250565098,0.0322265625,1612308795186624562
-0.004525031389821917,0.033203125,1612308795187601125
-0.005381620349832056,0.0341796875,1612308795188577687
-0.005809914829837126,0.03515625,1612308795189554250
-0.005524385176500413,0.0361328125,1612308795190530812
-0.005048502420939224,0.037109375,1612308795191507375
-0.004033285875742021,0.0380859375,1612308795192483937
-0.0029942751927667585,0.0390625,1612308795193460500
-0.0027801279527642237,0.0400390625,1612308795194437062
-0.0023914903690559195,0.041015625,1612308795195413625
-0.0017966369246044333,0.0419921875,1612308795196390187
-0.002058372440163087,0.04296875,1612308795197366750
-0.0025421865749836294,0.0439453125,1612308795198343312
-0.001780774166085727,0.044921875,1612308795199319875
-0.00028967486532733514,0.0458984375,1612308795200296437
0.0010507282295033468,0.046875,1612308795201273000
0.002081807533219256,0.0478515625,1612308795202249562
0.0017486896043264234,0.048828125,1612308795203226125
0.0014948854680271228,0.0498046875,1612308795204202687
0.0007889927139446929,0.05078125,1612308795205179250
0.00021000202801191303,0.0517578125,1612308795206155812
0.0013679833998774728,0.052734375,1612308795207132375
0.001724895466548364,0.0537109375,1612308795208108937
0.0029066709761919832,0.0546875,1612308795209085500
0.0035015244206434695,0.0556640625,1612308795210062062
0.003033573044341634,0.056640625,1612308795211038625
0.002145258567294081,0.0576171875,1612308795212015187
-0.000551410380885989,0.05859375,1612308795212991750
-0.0008290086549633492,0.0595703125,1612308795213968312
-0.0003848514164395732,0.060546875,1612308795214944875
0.0010665909880220531,0.0615234375,1612308795215921437
0.002676660977670742,0.0625,1612308795216898000
0.0015741992606206545,0.0634765625,1612308795217874562
0.0009079634028349897,0.064453125,1612308795218851125
-0.0007655576208885242,0.0654296875,1612308795219827687
-0.0012255776179310065,0.06640625,1612308795220804250
-3.587072902803447e-05,0.0673828125,1612308795221780812
0.0010586596087627,0.068359375,1612308795222757375
0.00191524856877284,0.0693359375,1612308795223733937
0.0004717375435705669,0.0703125,1612308795224710500
-0.001090744170522003,0.0712890625,1612308795225687062
-0.002573912092021042,0.072265625,1612308795226663625
-0.0031370400194351156,0.0732421875,1612308795227640187
-0.0024470100238713913,0.07421875,1612308795228616750
-0.0010431558949658844,0.0751953125,1612308795229593312
-0.0008448714134820555,0.076171875,1612308795230569875
-0.003509814844624713,0.0771484375,1612308795231546437
-0.005111953455014049,0.078125,1612308795232523000
-0.006166826896508017,0.0791015625,1612308795233499562
-0.005119884834273402,0.080078125,1612308795234476125
-0.003517746223884066,0.0810546875,1612308795235452687
-0.004041217255001374,0.08203125,1612308795236429250
-0.0031846282949912342,0.0830078125,1612308795237405812
-0.0037239620846272483,0.083984375,1612308795238382375
-0.004969188628345693,0.0849609375,1612308795239358937
-0.004897806215011514,0.0859375,1612308795240335500
-0.004263295874263262,0.0869140625,1612308795241312062
-0.0022963138179436814,0.087890625,1612308795242288625
-0.0007655576208885242,0.0888671875,1612308795243265187
-0.00044037107125504543,0.08984375,1612308795244241750
-0.000710037966073052,0.0908203125,1612308795245218312
-0.0014714503749709545,0.091796875,1612308795246194875
-0.002312176576462388,0.0927734375,1612308795247171437
-0.0015428327883051326,0.09375,1612308795248148000
0.00045587478505186053,0.0947265625,1612308795249124562
0.001732826845807717,0.095703125,1612308795250101125
0.002985984768785515,0.0966796875,1612308795251077687
0.002716317873967508,0.09765625,1612308795252054250
0.00044794340579250736,0.0986328125,1612308795253030812
-5.1733487546740814e-05,0.099609375,1612308795254007375
0.000566914094682805,0.1005859375,1612308795254983937
0.0012886696072839411,0.1015625,1612308795255960500
0.0023831999450746755,0.1025390625,1612308795256937062
0.0028273571835984515,0.103515625,1612308795257913625
0.00277183752878298,0.1044921875,1612308795258890187
0.002176984084331494,0.10546875,1612308795259866750
0.0016217875361767735,0.1064453125,1612308795260843312
0.0007176103006105144,0.107421875,1612308795261819875
3.551168430614409e-05,0.1083984375,1612308795262796437
0.0007651985761666334,0.109375,1612308795263773000
