0.000000,591.743818,-36.000000,-0.000936,0.513681
0.000000,591.994761,-36.000000,-0.000936,0.508304
0.000000,592.251112,-36.000000,-0.000936,0.506857
0.000000,592.497712,-36.000000,-0.000936,0.519316
0.000000,592.748261,-36.000000,-0.000936,0.521203
0.000000,592.998926,-36.000000,-0.000936,0.513286
0.000000,593.248447,-36.000000,-0.000936,0.509543
0.000000,593.498816,-36.000000,-0.000936,0.533821
0.000000,593.748456,-36.000000,-0.000936,0.532984
0.000000,593.999041,-36.000000,-0.000936,0.525275
0.000000,594.248685,-36.000000,-0.000936,0.553505
0.000000,594.499090,-36.000000,-0.000936,0.545032
0.000000,594.748032,-36.000000,-0.000936,0.536229
0.000000,594.998465,-36.000000,-0.000936,0.526773
0.000000,595.249923,-36.000000,-0.000936,0.572078
0.000000,595.498685,-36.000000,-0.000936,0.591534
0.000000,595.748598,-36.000000,0.017697,0.612720
0.000000,595.997357,-36.000000,0.330732,0.600598
0.000000,596.250020,-36.000000,0.817430,0.700698
0.000000,596.498561,-36.000000,1.361312,0.789471
0.000000,596.749010,-36.000000,2.020157,0.796443
0.000000,596.997724,-36.000000,2.763241,0.837826
0.000000,597.249447,-36.000000,3.583736,1.008418
0.000000,597.497862,-36.000000,4.471782,1.021825
0.000000,597.749698,-36.000000,5.408209,1.072158
0.000000,597.998057,-36.000000,6.396452,1.308646
0.000000,598.249716,-36.000000,7.449440,1.318916
0.000000,598.498594,-36.000000,8.399007,1.362004
0.000000,598.750133,-36.000000,8.960850,1.348582
0.000000,598.998896,-36.000000,9.279772,1.485965
0.000000,599.248250,-36.000000,9.613047,1.753103
0.000000,599.499874,-36.000000,10.378241,1.631837
0.000000,599.749399,-36.000000,11.370684,1.738226
0.000000,599.997938,-36.000000,12.132748,1.898622
0.000000,600.249625,-36.000000,12.608133,1.904329
0.000000,600.499116,-36.000000,12.881735,1.845649
0.000000,600.749959,-36.000000,13.390737,2.040823
0.000000,600.999599,-36.000000,14.369424,2.205465
0.000000,601.249232,-36.000000,15.613092,2.437040
0.000000,601.498841,-36.000000,17.050580,2.448658
0.000000,601.747638,-36.000000,18.548055,2.553036
0.000000,601.999414,-36.000000,20.087425,2.787909
0.000000,602.248883,-36.000000,21.627990,3.058372
0.000000,602.498703,-36.000000,23.216151,3.575909
0.000000,602.748425,-36.000000,24.852655,3.403477
0.000000,603.000002,-36.000000,26.528365,3.728220
0.000000,603.249501,-36.000000,28.228170,3.941042
0.000000,603.499398,-36.000000,29.964838,4.189008
0.000000,603.749051,-36.000000,31.698248,4.422097
0.000000,603.998009,-36.000000,33.033619,4.838079
0.000000,604.249665,-36.000000,33.894644,5.426113
0.000000,604.499189,-36.000000,35.103859,4.888814
0.000000,604.748764,-36.000000,36.587632,4.792880
0.000000,604.998580,-36.000000,37.872935,5.047570
0.000000,605.248292,-36.000000,38.750757,4.837184
0.000000,605.500134,-36.000000,39.957841,5.023944
0.000000,605.749771,-36.000000,41.491270,6.034683
0.000000,605.999355,-36.000000,43.218965,6.768659
0.000000,606.248329,-36.000000,44.982210,6.141825
0.000000,606.499752,-36.000000,46.115171,6.600586
0.000000,606.748414,-36.000000,46.744618,7.305963
0.000000,607.000078,-36.000000,47.004074,6.653161
0.000000,607.249515,-36.000000,47.068634,6.864715
0.000000,607.499043,-36.000000,47.132900,7.023541
0.000000,607.749029,-36.000000,47.173676,6.437622
0.000000,607.998699,-36.000000,47.228079,6.917179
0.000000,608.250040,-36.000000,47.260763,6.572108
0.000000,608.499432,-36.000000,47.290429,7.649679
0.000000,608.748719,-36.000000,47.307792,6.604771
0.000000,608.999451,-36.000000,47.320490,7.638614
0.000000,609.249022,-36.000000,47.317674,7.194705
0.000000,609.498636,-36.000000,47.337051,7.851531
0.000000,609.748379,-36.000000,47.338516,7.655849
0.000000,609.999805,-36.000000,47.372706,8.130288
0.000000,610.249465,-36.000000,47.404409,8.110395
0.000000,610.498998,-36.000000,47.420159,7.605522
0.000000,610.749079,-36.000000,47.401506,7.053103
0.000000,610.998791,-36.000000,47.383482,7.779767
0.000000,611.248534,-36.000000,47.372582,7.061334
0.000000,611.498222,-36.000000,47.352767,6.964863
0.000000,611.750079,-36.000000,47.340216,7.828978
0.000000,611.999816,-36.000000,47.327847,6.721246
0.000000,612.249484,-36.000000,47.304206,6.204443
0.000000,612.499057,-36.000000,47.285037,6.701934
0.000000,612.748735,-36.000000,47.255599,6.100274
0.000000,612.998688,-36.000000,47.260275,6.426249
0.000000,613.248477,-36.000000,47.278096,6.976636
0.000000,613.498282,-36.000000,47.248923,6.204343
0.000000,613.749906,-36.000000,47.252903,5.952532
0.000000,613.999720,-36.000000,47.518792,6.001723
0.000000,614.249345,-36.000000,48.350552,5.665486
0.000000,614.499123,-36.000000,49.032645,6.755882
0.000000,614.748992,-36.000000,49.515947,6.879877
0.000000,614.998900,-36.000000,49.747244,5.947025
0.000000,615.248841,-36.000000,50.175087,6.122512
0.000000,615.498438,-36.000000,50.843129,7.209530
0.000000,615.750074,-36.000000,51.261490,6.797875
0.000000,615.999574,-36.000000,51.603749,6.583807
0.000000,616.248299,-36.000000,51.804997,7.130648
0.000000,616.499836,-36.000000,51.898808,7.612143
0.000000,616.749650,-36.000000,51.967813,6.907539
0.000000,616.999319,-36.000000,51.979031,6.852781
0.000000,617.248994,-36.000000,51.996400,6.761141
0.000000,617.498809,-36.000000,51.994931,7.085456
0.000000,617.748397,-36.000000,51.986608,7.926726
0.000000,617.998230,-36.000000,51.982890,7.707575
0.000000,618.249772,-36.000000,51.965525,7.143129
0.000000,618.499239,-36.000000,51.961596,7.034382
0.000000,618.748789,-36.000000,51.970657,7.172061
0.000000,618.998538,-36.000000,51.984963,6.802167
0.000000,619.248130,-36.000000,51.957556,6.686604
0.000000,619.499788,-36.000000,51.934973,7.532896
0.000000,619.749836,-36.000000,51.953588,7.549902
0.000000,619.999422,-36.000000,51.938152,6.618003
0.000000,620.249004,-36.000000,51.968325,6.374885
0.000000,620.498720,-36.000000,51.944487,6.891907
0.000000,620.748454,-36.000000,51.949275,8.232495
0.000000,620.998163,-36.000000,51.904812,7.571294
0.000000,621.248875,-36.000000,51.923376,7.877189
0.000000,621.498677,-36.000000,51.932595,7.456680
0.000000,621.748419,-36.000000,51.930669,6.796812
0.000000,622.000052,-36.000000,51.939167,7.558349
0.000000,622.249469,-36.000000,51.927213,6.514241
0.000000,622.498954,-36.000000,51.913756,6.424380
0.000000,622.748643,-36.000000,51.839495,6.553836
0.000000,622.998260,-36.000000,51.825012,7.362413
0.000000,623.249761,-36.000000,51.789042,6.578271
0.000000,623.499643,-36.000000,51.749844,7.943044
0.000000,623.749194,-36.000000,51.713907,8.570853
0.000000,623.998774,-36.000000,51.351126,8.199104
0.000000,624.248481,-36.000000,50.505126,6.764289
0.000000,624.498044,-36.000000,49.912587,6.156001
0.000000,624.749513,-36.000000,49.498655,6.541766
