0.000000,0.000000,-12.254688,35.337009,-0.000365,20.879249
0.000000,0.000000,-11.675006,35.338678,-0.000368,20.877335
0.000000,0.000000,-12.062921,35.335341,-0.000366,20.876124
0.000000,0.000000,-12.154729,35.339679,-0.000366,20.870643
0.000000,0.000000,-12.520500,35.339679,-0.000364,20.878452
0.000000,1.000000,-12.441226,35.331558,-0.000365,20.882974
0.000000,1.000000,-12.623765,35.249456,-0.000364,20.890580
0.000000,1.000000,-12.533495,35.428790,-0.000364,20.901144
0.000000,1.000000,-11.907140,35.428123,-0.000367,20.901891
0.000000,1.000000,-12.761785,35.425119,-0.000363,20.916997
0.000000,1.000000,-11.900989,35.428790,-0.000367,20.917761
0.000000,1.000000,30.719979,35.423450,-0.000532,20.919738
0.000000,2.000000,52.886530,35.421670,-0.000618,20.929661
0.000000,2.000000,53.250071,35.331892,-0.000620,20.938814
0.000000,2.000000,52.349215,35.337009,-0.000616,20.945640
0.000000,2.000000,52.018891,35.338678,-0.000615,20.945825
0.000000,2.000000,52.646399,35.250235,-0.000617,20.930236
0.000000,2.000000,51.184546,35.249456,-0.000611,20.915373
0.000000,3.000000,51.574768,35.419890,-0.000613,20.905156
0.000000,3.000000,7.757836,35.427010,-0.000443,20.904954
0.000000,3.000000,-7.641837,35.334228,-0.000383,20.897820
0.000000,3.000000,-7.431078,35.340347,-0.000384,20.894637
0.000000,3.000000,-7.227778,35.429013,-0.000385,20.889622
0.000000,3.000000,-4.501989,35.336342,-0.000396,20.881750
0.000000,4.000000,-3.151012,35.331558,-0.000401,20.875464
0.000000,4.000000,-0.665969,35.428123,-0.000410,20.863094
0.000000,4.000000,2.336859,35.419890,-0.000422,20.861414
0.000000,4.000000,1.942793,35.428123,-0.000421,20.855245
0.000000,4.000000,2.340473,35.425008,-0.000422,20.858638
0.000000,4.000000,3.284696,35.427121,-0.000426,20.848821
0.000000,4.000000,2.719546,35.427233,-0.000424,20.857934
0.000000,5.000000,3.762959,35.427678,-0.000428,20.854199
0.000000,5.000000,2.835729,35.422115,-0.000424,20.852374
0.000000,5.000000,6.884276,35.429013,-0.000440,20.857320
0.000000,5.000000,8.427711,35.338122,-0.000446,20.866234
0.000000,5.000000,8.276082,35.330891,-0.000445,20.870238
0.000000,5.000000,9.294120,35.430014,-0.000449,20.870760
0.000000,6.000000,7.318403,35.428790,-0.000441,20.881094
0.000000,6.000000,6.922799,35.425786,-0.000440,20.891230
0.000000,6.000000,6.832221,35.423450,-0.000439,20.883179
0.000000,6.000000,7.122715,35.426565,-0.000441,20.891967
0.000000,6.000000,8.863222,35.428790,-0.000447,20.907497
0.000000,6.000000,9.687111,35.427678,-0.000451,20.901746
